name                       ,overhead(ns * 100000_Calls),ts0(ns),ts1(ns)
cpuid 0x1 0                ,13087902,106692982606001,106692995693903
mov eax ebx                ,40202,106692998999001,106692999039203
nop                        ,31351,106693002406759,106693002438110
rdmsr 0x611                ,56863940,106693005683088,106693062547028
rdmsr 0x639                ,52016028,106693062648450,106693114664478
rdmsr 0x641                ,30164166,106693114717083,106693144881249
rdmsr 0x619                ,23505736,106693144902745,106693168408481
rdmsr 0x19C                ,23115442,106693168427059,106693191542501
rdmsr 0x17                 ,23422722,106693191561573,106693214984295
sys_call_overhead_proc_read,66681131
sys_call_overhead_sys_read ,145486737
