name                       ,overhead(ns * 100000_Calls),ts0(ns),ts1(ns)
cpuid 0x1 0                ,13136067,83948502232578,83948515368645
mov eax ebx                ,31349,83948518600016,83948518631365
nop                        ,31334,83948521784173,83948521815507
rdmsr 0x611                ,53826005,83948524971418,83948578797423
rdmsr 0x639                ,52763099,83948578926537,83948631689636
rdmsr 0x641                ,31921878,83948631738981,83948663660859
rdmsr 0x619                ,23914618,83948663691568,83948687606186
rdmsr 0x19C                ,24033919,83948687624876,83948711658795
rdmsr 0x17                 ,24186350,83948711681566,83948735867916
sys_call_overhead_proc_read,68220416
sys_call_overhead_sys_read ,140110526
