name                       ,overhead(ns * 100000_Calls),ts0(ns),ts1(ns)
cpuid 0x1 0                ,13031175,111155657047552,111155670078727
mov eax ebx                ,31368,111155673477621,111155673508989
nop                        ,31336,111155676610404,111155676641740
rdmsr 0x611                ,56161938,111155679805866,111155735967804
rdmsr 0x639                ,52311561,111155736082431,111155788393992
rdmsr 0x641                ,30517191,111155788428789,111155818945980
rdmsr 0x619                ,24230420,111155818967224,111155843197644
rdmsr 0x19C                ,24300531,111155843217622,111155867518153
rdmsr 0x17                 ,24783237,111155867535561,111155892318798
sys_call_overhead_proc_read,67842142
sys_call_overhead_sys_read ,180078507
