name                       ,overhead(ns * 100000_Calls),ts0(ns),ts1(ns)
cpuid 0x1 0                ,13043401,173856678867593,173856691910994
mov eax ebx                ,31340,173856695340000,173856695371340
nop                        ,31351,173856698466677,173856698498028
rdmsr 0x611                ,52939644,173856701718430,173856754658074
rdmsr 0x639                ,53063540,173856754770595,173856807834135
rdmsr 0x641                ,33571965,173856807901469,173856841473434
rdmsr 0x619                ,23683021,173856841499514,173856865182535
rdmsr 0x19C                ,22167346,173856865202051,173856887369397
rdmsr 0x17                 ,22206689,173856887394182,173856909600871
sys_call_overhead_proc_read,66146618
sys_call_overhead_sys_read ,134821079
