name                       ,overhead(ns * 100000_Calls),ts0(ns),ts1(ns)
cpuid 0x1 0                ,7013520,31957258581444,31957265594964
mov eax ebx                ,17299,31957267744897,31957267762196
nop                        ,19292,31957269605299,31957269624591
rdmsr 0x611                ,41168722,31957271622931,31957312791653
rdmsr 0x639                ,44459095,31957312878483,31957357337578
rdmsr 0x641                ,45947428,31957357450881,31957403398309
rdmsr 0x619                ,54297772,31957403535999,31957457833771
rdmsr 0x19C                ,52886954,31957457974898,31957510861852
rdmsr 0x17                 ,53666124,31957510999766,31957564665890
sys_call_overhead_proc_read,91386995
sys_call_overhead_sys_read ,159571691
