name                       ,overhead(ns * 100000_Calls),ts0(ns),ts1(ns)
cpuid 0x1 0                ,13118909,55743054221174,55743067340083
mov eax ebx                ,31351,55743070731202,55743070762553
nop                        ,31335,55743073902429,55743073933764
rdmsr 0x611                ,55967585,55743077136892,55743133104477
rdmsr 0x639                ,51423875,55743133163433,55743184587308
rdmsr 0x641                ,29924601,55743184620329,55743214544930
rdmsr 0x619                ,24306978,55743214567588,55743238874566
rdmsr 0x19C                ,24482330,55743238891686,55743263374016
rdmsr 0x17                 ,24752330,55743263390960,55743288143290
sys_call_overhead_proc_read,67933884
sys_call_overhead_sys_read ,162211579
