name                       ,overhead(ns * 100000_Calls),ts0(ns),ts1(ns)
cpuid 0x1 0                ,13211019,20052461997794,20052475208813
mov eax ebx                ,31350,20052478519645,20052478550995
nop                        ,31340,20052481710678,20052481742018
rdmsr 0x611                ,56682255,20052484973765,20052541656020
rdmsr 0x639                ,53174165,20052541753302,20052594927467
rdmsr 0x641                ,30775384,20052594966700,20052625742084
rdmsr 0x619                ,24961516,20052625762699,20052650724215
rdmsr 0x19C                ,24870965,20052650742676,20052675613641
rdmsr 0x17                 ,25252216,20052675631305,20052700883521
sys_call_overhead_proc_read,89901320
sys_call_overhead_sys_read ,140511192
