name                       ,overhead(ns * 100000_Calls),ts0(ns),ts1(ns)
cpuid 0x1 0                ,13254999,179551157640216,179551170895215
mov eax ebx                ,31355,179551174117678,179551174149033
nop                        ,31356,179551177312083,179551177343439
rdmsr 0x611                ,53461478,179551180567438,179551234028916
rdmsr 0x639                ,51545142,179551234117426,179551285662568
rdmsr 0x641                ,30840581,179551285707916,179551316548497
rdmsr 0x619                ,23159508,179551316577476,179551339736984
rdmsr 0x19C                ,22713799,179551339763987,179551362477786
rdmsr 0x17                 ,22946198,179551362502727,179551385448925
sys_call_overhead_proc_read,75239751
sys_call_overhead_sys_read ,137839370
