name                       ,overhead(ns * 100000_Calls),ts0(ns),ts1(ns)
cpuid 0x1 0                ,13124004,145076125797811,145076138921815
mov eax ebx                ,31350,145076142220013,145076142251363
nop                        ,31348,145076145349124,145076145380472
rdmsr 0x611                ,53935755,145076148496305,145076202432060
rdmsr 0x639                ,47858709,145076202717209,145076250575918
rdmsr 0x641                ,27964837,145076250613349,145076278578186
rdmsr 0x619                ,23079205,145076278600731,145076301679936
rdmsr 0x19C                ,23439795,145076301699932,145076325139727
rdmsr 0x17                 ,23588142,145076325158557,145076348746699
sys_call_overhead_proc_read,67650539
sys_call_overhead_sys_read ,138977980
