name                       ,overhead(ns * 100000_Calls),ts0(ns),ts1(ns)
cpuid 0x1 0                ,13127832,122182096553830,122182109681662
mov eax ebx                ,31351,122182113115243,122182113146594
nop                        ,31351,122182116284818,122182116316169
rdmsr 0x611                ,55995730,122182119524848,122182175520578
rdmsr 0x639                ,53813452,122182175626614,122182229440066
rdmsr 0x641                ,31955237,122182229507441,122182261462678
rdmsr 0x619                ,23706551,122182261485851,122182285192402
rdmsr 0x19C                ,22866659,122182285211345,122182308078004
rdmsr 0x17                 ,23079726,122182308101347,122182331181073
sys_call_overhead_proc_read,93391708
sys_call_overhead_sys_read ,142347470
