name                       ,overhead(ns * 100000_Calls),ts0(ns),ts1(ns)
cpuid 0x1 0                ,13214014,122476211284384,122476224498398
mov eax ebx                ,31359,122476227817706,122476227849065
nop                        ,31336,122476230930689,122476230962025
rdmsr 0x611                ,53976990,122476234079795,122476288056785
rdmsr 0x639                ,46514694,122476288165424,122476334680118
rdmsr 0x641                ,27348876,122476334712073,122476362060949
rdmsr 0x619                ,23192829,122476362083802,122476385276631
rdmsr 0x19C                ,23272963,122476385297301,122476408570264
rdmsr 0x17                 ,23712801,122476408604469,122476432317270
sys_call_overhead_proc_read,72386643
sys_call_overhead_sys_read ,150440295
