name                       ,overhead(ns * 100000_Calls),ts0(ns),ts1(ns)
cpuid 0x1 0                ,6504580,179123471638914,179123478143494
mov eax ebx                ,29186,179123479788106,179123479817292
nop                        ,29185,179123481366124,179123481395309
rdmsr 0x611                ,26963139,179123483074092,179123510037231
rdmsr 0x639                ,25997816,179123510139136,179123536136952
rdmsr 0x641                ,24293031,179123536171802,179123560464833
rdmsr 0x619                ,24206895,179123560498389,179123584705284
rdmsr 0x19C                ,24222051,179123584742622,179123608964673
rdmsr 0x17                 ,24552861,179123608998126,179123633550987
sys_call_overhead_proc_read,67781099
sys_call_overhead_sys_read ,141745908
