name                       ,overhead(ns * 100000_Calls),ts0(ns),ts1(ns)
cpuid 0x1 0                ,6095188,190675140336517,190675146431705
mov eax ebx                ,26879,190675151186861,190675151213740
nop                        ,26875,190675157189542,190675157216417
rdmsr 0x611                ,24096448,190675160180313,190675184276761
rdmsr 0x639                ,23045894,190675190102795,190675213148689
rdmsr 0x641                ,22959142,190675213188893,190675236148035
rdmsr 0x619                ,22974896,190675236185332,190675259160228
rdmsr 0x19C                ,23116135,190675259196788,190675282312923
rdmsr 0x17                 ,23424054,190675282350960,190675305775014
sys_call_overhead_proc_read,65649451
sys_call_overhead_sys_read ,140411998
