name                       ,overhead(ns * 100000_Calls),ts0(ns),ts1(ns)
cpuid 0x1 0                ,13192828,98603786749869,98603799942697
mov eax ebx                ,31349,98603803173824,98603803205173
nop                        ,31348,98603806361350,98603806392698
rdmsr 0x611                ,55672182,98603809575786,98603865247968
rdmsr 0x639                ,54277934,98603865350120,98603919628054
rdmsr 0x641                ,32240962,98603919736572,98603951977534
rdmsr 0x619                ,24306846,98603951999342,98603976306188
rdmsr 0x19C                ,24210694,98603976324447,98604000535141
rdmsr 0x17                 ,24557302,98604000552891,98604025110193
sys_call_overhead_proc_read,67144605
sys_call_overhead_sys_read ,140657986
