name                       ,overhead(ns * 100000_Calls),ts0(ns),ts1(ns)
cpuid 0x1 0                ,13100123,97421897163845,97421910263968
mov eax ebx                ,31368,97421913484531,97421913515899
nop                        ,31342,97421916718610,97421916749952
rdmsr 0x611                ,54283587,97421919949140,97421974232727
rdmsr 0x639                ,52627566,97421974355395,97422026982961
rdmsr 0x641                ,32166436,97422027036815,97422059203251
rdmsr 0x619                ,23894930,97422059231884,97422083126814
rdmsr 0x19C                ,24006732,97422083145430,97422107152162
rdmsr 0x17                 ,24501705,97422107169829,97422131671534
sys_call_overhead_proc_read,75922108
sys_call_overhead_sys_read ,138408212
