name                       ,overhead(ns * 100000_Calls),ts0(ns),ts1(ns)
cpuid 0x1 0                ,6689133,63306008388427,63306015077560
mov eax ebx                ,30048,63306026341170,63306026371218
nop                        ,30033,63306031291412,63306031321445
rdmsr 0x611                ,23665159,63306034310730,63306057975889
rdmsr 0x639                ,22391122,63306058091156,63306080482278
rdmsr 0x641                ,22736203,63306080517116,63306103253319
rdmsr 0x619                ,22316820,63306103287131,63306125603951
rdmsr 0x19C                ,22514538,63306125636748,63306148151286
rdmsr 0x17                 ,22640155,63306148186754,63306170826909
sys_call_overhead_proc_read,66491458
sys_call_overhead_sys_read ,138256771
