name                       ,overhead(ns * 100000_Calls),ts0(ns),ts1(ns)
cpuid 0x1 0                ,13270133,156492193324003,156492206594136
mov eax ebx                ,31351,156492209857306,156492209888657
nop                        ,31348,156492212925862,156492212957210
rdmsr 0x611                ,56625203,156492216156769,156492272781972
rdmsr 0x639                ,55104908,156492272837938,156492327942846
rdmsr 0x641                ,32916473,156492328005594,156492360922067
rdmsr 0x619                ,24487660,156492360949325,156492385436985
rdmsr 0x19C                ,24194448,156492385455383,156492409649831
rdmsr 0x17                 ,24538829,156492409668295,156492434207124
sys_call_overhead_proc_read,66849891
sys_call_overhead_sys_read ,153853473
