name                       ,overhead(ns * 100000_Calls),ts0(ns),ts1(ns)
cpuid 0x1 0                ,8349141,126771761528000,126771769877141
mov eax ebx                ,21812,126771772383008,126771772404820
nop                        ,21808,126771774707226,126771774729034
rdmsr 0x611                ,49117410,126771777430688,126771826548098
rdmsr 0x639                ,50509173,126771826650142,126771877159315
rdmsr 0x641                ,41055874,126771877271343,126771918327217
rdmsr 0x619                ,47128770,126771918504115,126771965632885
rdmsr 0x19C                ,53026731,126771965765196,126772018791927
rdmsr 0x17                 ,57275197,126772018929537,126772076204734
sys_call_overhead_proc_read,96396820
sys_call_overhead_sys_read ,155512534
