name                       ,overhead(ns * 100000_Calls),ts0(ns),ts1(ns)
cpuid 0x1 0                ,13157992,30825258040572,30825271198564
mov eax ebx                ,31350,30825274468616,30825274499966
nop                        ,31352,30825277567844,30825277599196
rdmsr 0x611                ,54386231,30825280752165,30825335138396
rdmsr 0x639                ,52497973,30825335245070,30825387743043
rdmsr 0x641                ,31924416,30825387788094,30825419712510
rdmsr 0x619                ,23803284,30825419733504,30825443536788
rdmsr 0x19C                ,23539814,30825443555050,30825467094864
rdmsr 0x17                 ,23764750,30825467113507,30825490878257
sys_call_overhead_proc_read,73029313
sys_call_overhead_sys_read ,151138241
