name                       ,overhead(ns * 100000_Calls),ts0(ns),ts1(ns)
cpuid 0x1 0                ,13171233,53563686229678,53563699400911
mov eax ebx                ,31343,53563702583978,53563702615321
nop                        ,31341,53563705661419,53563705692760
rdmsr 0x611                ,54243837,53563708790238,53563763034075
rdmsr 0x639                ,54201293,53563763120775,53563817322068
rdmsr 0x641                ,36921808,53563817384681,53563854306489
rdmsr 0x619                ,24594172,53563854343528,53563878937700
rdmsr 0x19C                ,23280110,53563878958512,53563902238622
rdmsr 0x17                 ,23554817,53563902275831,53563925830648
sys_call_overhead_proc_read,65929643
sys_call_overhead_sys_read ,138357349
