name                       ,overhead(ns * 100000_Calls),ts0(ns),ts1(ns)
cpuid 0x1 0                ,13070727,83849612689339,83849625760066
mov eax ebx                ,31350,83849628953627,83849628984977
nop                        ,31333,83849632078028,83849632109361
rdmsr 0x611                ,55666030,83849635278392,83849690944422
rdmsr 0x639                ,55601229,83849691042356,83849746643585
rdmsr 0x641                ,35073199,83849746708029,83849781781228
rdmsr 0x619                ,24375508,83849781805815,83849806181323
rdmsr 0x19C                ,22836043,83849806199126,83849829035169
rdmsr 0x17                 ,23675699,83849829053065,83849852728764
sys_call_overhead_proc_read,65473325
sys_call_overhead_sys_read ,135346776
