name                       ,overhead(ns * 100000_Calls),ts0(ns),ts1(ns)
cpuid 0x1 0                ,13077460,18109637761402,18109650838862
mov eax ebx                ,31357,18109654108818,18109654140175
nop                        ,31350,18109657359844,18109657391194
rdmsr 0x611                ,54218404,18109660597783,18109714816187
rdmsr 0x639                ,54174116,18109714870764,18109769044880
rdmsr 0x641                ,38498725,18109769119817,18109807618542
rdmsr 0x619                ,24865582,18109807642486,18109832508068
rdmsr 0x19C                ,23442274,18109832525958,18109855968232
rdmsr 0x17                 ,23777256,18109855986429,18109879763685
sys_call_overhead_proc_read,65312808
sys_call_overhead_sys_read ,133301011
