name                       ,overhead(ns * 100000_Calls),ts0(ns),ts1(ns)
cpuid 0x1 0                ,13141919,142145718792011,142145731933930
mov eax ebx                ,31350,142145735209050,142145735240400
nop                        ,31350,142145738411252,142145738442602
rdmsr 0x611                ,56638439,142145741678253,142145798316692
rdmsr 0x639                ,49572545,142145798445973,142145848018518
rdmsr 0x641                ,28534130,142145848049373,142145876583503
rdmsr 0x619                ,23332286,142145876612283,142145899944569
rdmsr 0x19C                ,23180052,142145899963615,142145923143667
rdmsr 0x17                 ,23549338,142145923162008,142145946711346
sys_call_overhead_proc_read,64451366
sys_call_overhead_sys_read ,143895290
