name                       ,overhead(ns * 100000_Calls),ts0(ns),ts1(ns)
cpuid 0x1 0                ,12818550,89039694882904,89039707701454
mov eax ebx                ,31352,89039710883783,89039710915135
nop                        ,47662,89039713987174,89039714034836
rdmsr 0x611                ,53555358,89039717170074,89039770725432
rdmsr 0x639                ,53488292,89039770813978,89039824302270
rdmsr 0x641                ,35010411,89039824375945,89039859386356
rdmsr 0x619                ,24091547,89039859493096,89039883584643
rdmsr 0x19C                ,22994234,89039883627033,89039906621267
rdmsr 0x17                 ,23618284,89039906640908,89039930259192
sys_call_overhead_proc_read,72145026
sys_call_overhead_sys_read ,147042261
