name                       ,overhead(ns * 100000_Calls),ts0(ns),ts1(ns)
cpuid 0x1 0                ,13048320,67540895165314,67540908213634
mov eax ebx                ,31346,67540911429217,67540911460563
nop                        ,31335,67540914533099,67540914564434
rdmsr 0x611                ,55928364,67540917731363,67540973659727
rdmsr 0x639                ,55802408,67540973746174,67541029548582
rdmsr 0x641                ,34772083,67541029588691,67541064360774
rdmsr 0x619                ,24377015,67541064384482,67541088761497
rdmsr 0x19C                ,23661450,67541088785453,67541112446903
rdmsr 0x17                 ,23094997,67541112486843,67541135581840
sys_call_overhead_proc_read,66487420
sys_call_overhead_sys_read ,135259764
