name                       ,overhead(ns * 100000_Calls),ts0(ns),ts1(ns)
cpuid 0x1 0                ,13176497,125665450712340,125665463888837
mov eax ebx                ,31366,125665467139593,125665467170959
nop                        ,31340,125665470302621,125665470333961
rdmsr 0x611                ,53296813,125665473521953,125665526818766
rdmsr 0x639                ,50828753,125665526946635,125665577775388
rdmsr 0x641                ,30106993,125665577817713,125665607924706
rdmsr 0x619                ,22801321,125665607953070,125665630754391
rdmsr 0x19C                ,21902557,125665630772986,125665652675543
rdmsr 0x17                 ,22359307,125665652693012,125665675052319
sys_call_overhead_proc_read,67012525
sys_call_overhead_sys_read ,144044162
