name                       ,overhead(ns * 100000_Calls),ts0(ns),ts1(ns)
cpuid 0x1 0                ,13124780,79579707235923,79579720360703
mov eax ebx                ,31339,79579723539700,79579723571039
nop                        ,31347,79579726697318,79579726728665
rdmsr 0x611                ,56015497,79579729900472,79579785915969
rdmsr 0x639                ,47466063,79579785985169,79579833451232
rdmsr 0x641                ,27780755,79579833482661,79579861263416
rdmsr 0x619                ,24123544,79579861284859,79579885408403
rdmsr 0x19C                ,24217907,79579885515176,79579909733083
rdmsr 0x17                 ,24412391,79579909753389,79579934165780
sys_call_overhead_proc_read,66394728
sys_call_overhead_sys_read ,161909172
