name                       ,overhead(ns * 100000_Calls),ts0(ns),ts1(ns)
cpuid 0x1 0                ,6132279,43382836448283,43382842580562
mov eax ebx                ,16180,43382844294815,43382844310995
nop                        ,16174,43382845912453,43382845928627
rdmsr 0x611                ,35822932,43382847602162,43382883425094
rdmsr 0x639                ,40914530,43382883469676,43382924384206
rdmsr 0x641                ,40309249,43382924450761,43382964760010
rdmsr 0x619                ,28772944,43382964815711,43382993588655
rdmsr 0x19C                ,23286501,43382993609130,43383016895631
rdmsr 0x17                 ,23479412,43383016913472,43383040392884
sys_call_overhead_proc_read,64422749
sys_call_overhead_sys_read ,135742391
