name                       ,overhead(ns * 100000_Calls),ts0(ns),ts1(ns)
cpuid 0x1 0                ,13074594,59749745450056,59749758524650
mov eax ebx                ,31353,59749761782945,59749761814298
nop                        ,31346,59749764960726,59749764992072
rdmsr 0x611                ,55722679,59749768199735,59749823922414
rdmsr 0x639                ,51811637,59749824043324,59749875854961
rdmsr 0x641                ,30042514,59749875950948,59749905993462
rdmsr 0x619                ,24441911,59749906022045,59749930463956
rdmsr 0x19C                ,24496257,59749930482315,59749954978572
rdmsr 0x17                 ,24872356,59749954995771,59749979868127
sys_call_overhead_proc_read,69389271
sys_call_overhead_sys_read ,148910516
