name                       ,overhead(ns * 100000_Calls),ts0(ns),ts1(ns)
cpuid 0x1 0                ,13243928,86507132028476,86507145272404
mov eax ebx                ,31351,86507148634217,86507148665568
nop                        ,31333,86507151774630,86507151805963
rdmsr 0x611                ,53299429,86507154972493,86507208271922
rdmsr 0x639                ,49810916,86507208370018,86507258180934
rdmsr 0x641                ,29502701,86507258234998,86507287737699
rdmsr 0x619                ,22832264,86507287759168,86507310591432
rdmsr 0x19C                ,22833463,86507310673346,86507333506809
rdmsr 0x17                 ,23864657,86507333526902,86507357391559
sys_call_overhead_proc_read,68137536
sys_call_overhead_sys_read ,138632962
