name                       ,overhead(ns * 100000_Calls),ts0(ns),ts1(ns)
cpuid 0x1 0                ,6511009,175341785509173,175341792020182
mov eax ebx                ,29184,175341796290697,175341796319881
nop                        ,29259,175341801349708,175341801378967
rdmsr 0x611                ,27042220,175341802979867,175341830022087
rdmsr 0x639                ,23876627,175341834207272,175341858083899
rdmsr 0x641                ,23912740,175341858122900,175341882035640
rdmsr 0x619                ,23786266,175341882173337,175341905959603
rdmsr 0x19C                ,23826306,175341905998517,175341929824823
rdmsr 0x17                 ,24061701,175341929863635,175341953925336
sys_call_overhead_proc_read,68778948
sys_call_overhead_sys_read ,139048582
