name                       ,overhead(ns * 100000_Calls),ts0(ns),ts1(ns)
cpuid 0x1 0                ,13092788,83812938440255,83812951533043
mov eax ebx                ,31360,83812954789194,83812954820554
nop                        ,31405,83812958048484,83812958079889
rdmsr 0x611                ,55662542,83812961347854,83813017010396
rdmsr 0x639                ,54472399,83813017065312,83813071537711
rdmsr 0x641                ,33048607,83813071603328,83813104651935
rdmsr 0x619                ,23918982,83813104673595,83813128592577
rdmsr 0x19C                ,22842068,83813128610196,83813151452264
rdmsr 0x17                 ,23082865,83813151476056,83813174558921
sys_call_overhead_proc_read,67189395
sys_call_overhead_sys_read ,157049124
