name                       ,overhead(ns * 100000_Calls),ts0(ns),ts1(ns)
cpuid 0x1 0                ,13156024,185810872228561,185810885384585
mov eax ebx                ,31347,185810888551725,185810888583072
nop                        ,31345,185810891603860,185810891635205
rdmsr 0x611                ,55668341,185810894806923,185810950475264
rdmsr 0x639                ,55650231,185810950564401,185811006214632
rdmsr 0x641                ,36732606,185811006273170,185811043005776
rdmsr 0x619                ,25121462,185811043029174,185811068150636
rdmsr 0x19C                ,24899712,185811068178201,185811093077913
rdmsr 0x17                 ,25004611,185811093115530,185811118120141
sys_call_overhead_proc_read,70458854
sys_call_overhead_sys_read ,146532354
