name                       ,overhead(ns * 100000_Calls),ts0(ns),ts1(ns)
cpuid 0x1 0                ,6613341,128495094788015,128495101401356
mov eax ebx                ,29180,128495103016352,128495103045532
nop                        ,29183,128495104606605,128495104635788
rdmsr 0x611                ,26259190,128495106177707,128495132436897
rdmsr 0x639                ,25708804,128495132621010,128495158329814
rdmsr 0x641                ,23301050,128495158365800,128495181666850
rdmsr 0x619                ,22986591,128495181701613,128495204688204
rdmsr 0x19C                ,22962757,128495204721171,128495227683928
rdmsr 0x17                 ,23168196,128495227718856,128495250887052
sys_call_overhead_proc_read,66109398
sys_call_overhead_sys_read ,138425142
