name                       ,overhead(ns * 100000_Calls),ts0(ns),ts1(ns)
cpuid 0x1 0                ,13069991,60118255733013,60118268803004
mov eax ebx                ,31351,60118272163969,60118272195320
nop                        ,31348,60118275368306,60118275399654
rdmsr 0x611                ,55990816,60118278631042,60118334621858
rdmsr 0x639                ,54387610,60118334801302,60118389188912
rdmsr 0x641                ,32899931,60118389232885,60118422132816
rdmsr 0x619                ,23933887,60118422153940,60118446087827
rdmsr 0x19C                ,22838707,60118446105581,60118468944288
rdmsr 0x17                 ,23318131,60118468961737,60118492279868
sys_call_overhead_proc_read,64604267
sys_call_overhead_sys_read ,144359231
