name                       ,overhead(ns * 100000_Calls),ts0(ns),ts1(ns)
cpuid 0x1 0                ,13078327,173121564230340,173121577308667
mov eax ebx                ,31348,173121580608846,173121580640194
nop                        ,31350,173121583814814,173121583846164
rdmsr 0x611                ,56867594,173121587182339,173121644049933
rdmsr 0x639                ,52374665,173121644112993,173121696487658
rdmsr 0x641                ,30302454,173121696520815,173121726823269
rdmsr 0x619                ,25085808,173121726846503,173121751932311
rdmsr 0x19C                ,25362394,173121751950869,173121777313263
rdmsr 0x17                 ,25360463,173121777331086,173121802691549
sys_call_overhead_proc_read,68750119
sys_call_overhead_sys_read ,138494446
