name                       ,overhead(ns * 100000_Calls),ts0(ns),ts1(ns)
cpuid 0x1 0                ,13065223,103165659041163,103165672106386
mov eax ebx                ,31362,103165675281325,103165675312687
nop                        ,31346,103165678555849,103165678587195
rdmsr 0x611                ,56647563,103165681755109,103165738402672
rdmsr 0x639                ,54277594,103165738620577,103165792898171
rdmsr 0x641                ,31472997,103165792936821,103165824409818
rdmsr 0x619                ,23874371,103165824433030,103165848307401
rdmsr 0x19C                ,23250160,103165848334336,103165871584496
rdmsr 0x17                 ,23441389,103165871604392,103165895045781
sys_call_overhead_proc_read,64966760
sys_call_overhead_sys_read ,132131048
