name                       ,overhead(ns * 100000_Calls),ts0(ns),ts1(ns)
cpuid 0x1 0                ,13170965,186772710640444,186772723811409
mov eax ebx                ,31365,186772727543925,186772727575290
nop                        ,31353,186772731207235,186772731238588
rdmsr 0x611                ,53845524,186772734492713,186772788338237
rdmsr 0x639                ,53292176,186772788478302,186772841770478
rdmsr 0x641                ,42161646,186772841881190,186772884042836
rdmsr 0x619                ,42574843,186772884149629,186772926724472
rdmsr 0x19C                ,45524307,186772926922311,186772972446618
rdmsr 0x17                 ,55003958,186772972584954,186773027588912
sys_call_overhead_proc_read,98043627
sys_call_overhead_sys_read ,163892257
