name                       ,overhead(ns * 100000_Calls),ts0(ns),ts1(ns)
cpuid 0x1 0                ,5807124,165111577602064,165111583409188
mov eax ebx                ,12234,165111584752711,165111584764945
nop                        ,41363,165111586191832,165111586233195
rdmsr 0x611                ,26635191,165111587607223,165111614242414
rdmsr 0x639                ,31094533,165111614301129,165111645395662
rdmsr 0x641                ,31086320,165111645425577,165111676511897
rdmsr 0x619                ,30723432,165111676556168,165111707279600
rdmsr 0x19C                ,25059005,165111707303518,165111732362523
rdmsr 0x17                 ,24688868,165111732382860,165111757071728
sys_call_overhead_proc_read,70246151
sys_call_overhead_sys_read ,138333938
