name                       ,overhead(ns * 100000_Calls),ts0(ns),ts1(ns)
cpuid 0x1 0                ,13050433,160491389607768,160491402658201
mov eax ebx                ,31338,160491405968324,160491405999662
nop                        ,31351,160491409191238,160491409222589
rdmsr 0x611                ,56629406,160491412415220,160491469044626
rdmsr 0x639                ,53313401,160491469101302,160491522414703
rdmsr 0x641                ,30949148,160491522452157,160491553401305
rdmsr 0x619                ,24470092,160491553423079,160491577893171
rdmsr 0x19C                ,24477167,160491577910926,160491602388093
rdmsr 0x17                 ,24748851,160491602408677,160491627157528
sys_call_overhead_proc_read,72855213
sys_call_overhead_sys_read ,150495086
