name                       ,overhead(ns * 100000_Calls),ts0(ns),ts1(ns)
cpuid 0x1 0                ,13033432,113701426661031,113701439694463
mov eax ebx                ,31357,113701442904843,113701442936200
nop                        ,31346,113701446121591,113701446152937
rdmsr 0x611                ,55741373,113701449471513,113701505212886
rdmsr 0x639                ,55889565,113701505307821,113701561197386
rdmsr 0x641                ,35280456,113701561274333,113701596554789
rdmsr 0x619                ,24471062,113701596579118,113701621050180
rdmsr 0x19C                ,22933799,113701621068424,113701644002223
rdmsr 0x17                 ,23177638,113701644019693,113701667197331
sys_call_overhead_proc_read,66069926
sys_call_overhead_sys_read ,133202474
