name                       ,overhead(ns * 100000_Calls),ts0(ns),ts1(ns)
cpuid 0x1 0                ,13201564,83112880896241,83112894097805
mov eax ebx                ,31349,83112897318356,83112897349705
nop                        ,31347,83112900581060,83112900612407
rdmsr 0x611                ,54365554,83112903787253,83112958152807
rdmsr 0x639                ,54237675,83112958215621,83113012453296
rdmsr 0x641                ,36403061,83113012508393,83113048911454
rdmsr 0x619                ,24653552,83113048934553,83113073588105
rdmsr 0x19C                ,23998610,83113073618552,83113097617162
rdmsr 0x17                 ,23539109,83113097636713,83113121175822
sys_call_overhead_proc_read,67187079
sys_call_overhead_sys_read ,148982423
