name                       ,overhead(ns * 100000_Calls),ts0(ns),ts1(ns)
cpuid 0x1 0                ,13145695,20506484507339,20506497653034
mov eax ebx                ,31370,20506501077092,20506501108462
nop                        ,31352,20506504342441,20506504373793
rdmsr 0x611                ,52927666,20506507697061,20506560624727
rdmsr 0x639                ,52892597,20506560737729,20506613630326
rdmsr 0x641                ,34763361,20506613713220,20506648476581
rdmsr 0x619                ,23900395,20506648502886,20506672403281
rdmsr 0x19C                ,21811644,20506672423815,20506694235459
rdmsr 0x17                 ,22129265,20506694255627,20506716384892
sys_call_overhead_proc_read,65886559
sys_call_overhead_sys_read ,135841477
