name                       ,overhead(ns * 100000_Calls),ts0(ns),ts1(ns)
cpuid 0x1 0                ,13315035,52913396078796,52913409393831
mov eax ebx                ,31349,52913412636167,52913412667516
nop                        ,31351,52913415776915,52913415808266
rdmsr 0x611                ,53552607,52913419027218,52913472579825
rdmsr 0x639                ,49036217,52913472641599,52913521677816
rdmsr 0x641                ,28836721,52913521734775,52913550571496
rdmsr 0x619                ,23170414,52913550592730,52913573763144
rdmsr 0x19C                ,23350065,52913573781219,52913597131284
rdmsr 0x17                 ,23611111,52913597149492,52913620760603
sys_call_overhead_proc_read,68371678
sys_call_overhead_sys_read ,139236640
