name                       ,overhead(ns * 100000_Calls),ts0(ns),ts1(ns)
cpuid 0x1 0                ,13052675,15436687090223,15436700142898
mov eax ebx                ,31365,15436703419509,15436703450874
nop                        ,31340,15436706587264,15436706618604
rdmsr 0x611                ,54245740,15436709838196,15436764083936
rdmsr 0x639                ,54113100,15436764172913,15436818286013
rdmsr 0x641                ,33949129,15436818326348,15436852275477
rdmsr 0x619                ,23803355,15436852321507,15436876124862
rdmsr 0x19C                ,22234018,15436876151133,15436898385151
rdmsr 0x17                 ,22464079,15436898403411,15436920867490
sys_call_overhead_proc_read,64196471
sys_call_overhead_sys_read ,135040584
