name                       ,overhead(ns * 100000_Calls),ts0(ns),ts1(ns)
cpuid 0x1 0                ,12494655,126363206799769,126363219294424
mov eax ebx                ,31359,126363222556111,126363222587470
nop                        ,31349,126363225702613,126363225733962
rdmsr 0x611                ,55700238,126363228891424,126363284591662
rdmsr 0x639                ,53579600,126363284717321,126363338296921
rdmsr 0x641                ,36030065,126363338386058,126363374416123
rdmsr 0x619                ,40798745,126363374471353,126363415270098
rdmsr 0x19C                ,40795298,126363415305667,126363456100965
rdmsr 0x17                 ,32923422,126363456135542,126363489058964
sys_call_overhead_proc_read,67033895
sys_call_overhead_sys_read ,135975416
