name                       ,overhead(ns * 100000_Calls),ts0(ns),ts1(ns)
cpuid 0x1 0                ,5453453,40271895671497,40271901124950
mov eax ebx                ,13204,40271902494490,40271902507694
nop                        ,13195,40271903828511,40271903841706
rdmsr 0x611                ,27719695,40271905182318,40271932902013
rdmsr 0x639                ,34386629,40271932959332,40271967345961
rdmsr 0x641                ,34924957,40271967402170,40272002327127
rdmsr 0x619                ,32102874,40272002383600,40272034486474
rdmsr 0x19C                ,24246670,40272034511732,40272058758402
rdmsr 0x17                 ,23479625,40272058783890,40272082263515
sys_call_overhead_proc_read,66354233
sys_call_overhead_sys_read ,134706287
