name                       ,overhead(ns * 100000_Calls),ts0(ns),ts1(ns)
cpuid 0x1 0                ,13127959,68949187673995,68949200801954
mov eax ebx                ,31347,68949204096446,68949204127793
nop                        ,31341,68949207276278,68949207307619
rdmsr 0x611                ,54415457,68949210501040,68949264916497
rdmsr 0x639                ,49470827,68949264977274,68949314448101
rdmsr 0x641                ,28949731,68949314486581,68949343436312
rdmsr 0x619                ,23234739,68949343460414,68949366695153
rdmsr 0x19C                ,23186744,68949366715379,68949389902123
rdmsr 0x17                 ,23508997,68949389921848,68949413430845
sys_call_overhead_proc_read,67880092
sys_call_overhead_sys_read ,142168214
