name                       ,overhead(ns * 100000_Calls),ts0(ns),ts1(ns)
cpuid 0x1 0                ,6478819,144086654367239,144086660846058
mov eax ebx                ,28970,144086673382081,144086673411051
nop                        ,37699,144086674989442,144086675027141
rdmsr 0x611                ,26163908,144086678340244,144086704504152
rdmsr 0x639                ,24818367,144086704579210,144086729397577
rdmsr 0x641                ,24113333,144086729485059,144086753598392
rdmsr 0x619                ,24179915,144086753634945,144086777814860
rdmsr 0x19C                ,24105930,144086777877383,144086801983313
rdmsr 0x17                 ,24587089,144086802062881,144086826649970
sys_call_overhead_proc_read,68842443
sys_call_overhead_sys_read ,137734979
