name                       ,overhead(ns * 100000_Calls),ts0(ns),ts1(ns)
cpuid 0x1 0                ,13078390,30857054494683,30857067573073
mov eax ebx                ,31354,30857070756974,30857070788328
nop                        ,31356,30857073873190,30857073904546
rdmsr 0x611                ,55689556,30857077060721,30857132750277
rdmsr 0x639                ,55620723,30857132810332,30857188431055
rdmsr 0x641                ,35612475,30857188514698,30857224127173
rdmsr 0x619                ,24494705,30857224153743,30857248648448
rdmsr 0x19C                ,22718168,30857248668179,30857271386347
rdmsr 0x17                 ,23038039,30857271412259,30857294450298
sys_call_overhead_proc_read,66823992
sys_call_overhead_sys_read ,135504377
