name                       ,overhead(ns * 100000_Calls),ts0(ns),ts1(ns)
cpuid 0x1 0                ,13075515,185192749474824,185192762550339
mov eax ebx                ,31363,185192765700734,185192765732097
nop                        ,31347,185192768903244,185192768934591
rdmsr 0x611                ,53840287,185192772232692,185192826072979
rdmsr 0x639                ,53176328,185192826173643,185192879349971
rdmsr 0x641                ,32600016,185192879412882,185192912012898
rdmsr 0x619                ,23378928,185192912052205,185192935431133
rdmsr 0x19C                ,22288232,185192935448786,185192957737018
rdmsr 0x17                 ,22475332,185192957754413,185192980229745
sys_call_overhead_proc_read,81241598
sys_call_overhead_sys_read ,151833339
