name                       ,overhead(ns * 100000_Calls),ts0(ns),ts1(ns)
cpuid 0x1 0                ,13109120,162508172608482,162508185717602
mov eax ebx                ,31335,162508189257608,162508189288943
nop                        ,31358,162508192538314,162508192569672
rdmsr 0x611                ,54268560,162508195837490,162508250106050
rdmsr 0x639                ,51526385,162508250218559,162508301744944
rdmsr 0x641                ,30075844,162508301786552,162508331862396
rdmsr 0x619                ,23443893,162508331888183,162508355332076
rdmsr 0x19C                ,23125809,162508355353946,162508378479755
rdmsr 0x17                 ,23435557,162508378506486,162508401942043
sys_call_overhead_proc_read,66994356
sys_call_overhead_sys_read ,141792262
