name                       ,overhead(ns * 100000_Calls),ts0(ns),ts1(ns)
cpuid 0x1 0                ,13072453,154539604565087,154539617637540
mov eax ebx                ,31350,154539620877911,154539620909261
nop                        ,31365,154539624088248,154539624119613
rdmsr 0x611                ,54429671,154539627377618,154539681807289
rdmsr 0x639                ,54267812,154539681875332,154539736143144
rdmsr 0x641                ,33925261,154539736187419,154539770112680
rdmsr 0x619                ,24175645,154539770139445,154539794315090
rdmsr 0x19C                ,23595632,154539794334954,154539817930586
rdmsr 0x17                 ,23834011,154539817950946,154539841784957
sys_call_overhead_proc_read,68030566
sys_call_overhead_sys_read ,141132599
