name                       ,overhead(ns * 100000_Calls),ts0(ns),ts1(ns)
cpuid 0x1 0                ,13208369,122214264866968,122214278075337
mov eax ebx                ,31371,122214281403309,122214281434680
nop                        ,31347,122214284605247,122214284636594
rdmsr 0x611                ,56864850,122214287829974,122214344694824
rdmsr 0x639                ,56572140,122214344822033,122214401394173
rdmsr 0x641                ,36206124,122214401447618,122214437653742
rdmsr 0x619                ,24757923,122214437681930,122214462439853
rdmsr 0x19C                ,23118566,122214462459262,122214485577828
rdmsr 0x17                 ,23409349,122214485595590,122214509004939
sys_call_overhead_proc_read,65133086
sys_call_overhead_sys_read ,134014318
