name                       ,overhead(ns * 100000_Calls),ts0(ns),ts1(ns)
cpuid 0x1 0                ,13150548,16655996503070,16656009653618
mov eax ebx                ,31351,16656012740294,16656012771645
nop                        ,31349,16656015814726,16656015846075
rdmsr 0x611                ,52904946,16656018993787,16656071898733
rdmsr 0x639                ,52874414,16656071981553,16656124855967
rdmsr 0x641                ,34034300,16656124906713,16656158941013
rdmsr 0x619                ,23773323,16656158972318,16656182745641
rdmsr 0x19C                ,21957414,16656182762762,16656204720176
rdmsr 0x17                 ,22224611,16656204738171,16656226962782
sys_call_overhead_proc_read,64498521
sys_call_overhead_sys_read ,133827798
