name                       ,overhead(ns * 100000_Calls),ts0(ns),ts1(ns)
cpuid 0x1 0                ,13344086,173888351154958,173888364499044
mov eax ebx                ,31361,173888367720031,173888367751392
nop                        ,31346,173888370843200,173888370874546
rdmsr 0x611                ,54275808,173888374109866,173888428385674
rdmsr 0x639                ,52199495,173888428484784,173888480684279
rdmsr 0x641                ,30486803,173888480725985,173888511212788
rdmsr 0x619                ,23540878,173888511239131,173888534780009
rdmsr 0x19C                ,23399832,173888534803164,173888558202996
rdmsr 0x17                 ,23705814,173888558224832,173888581930646
sys_call_overhead_proc_read,84746287
sys_call_overhead_sys_read ,135472715
