name                       ,overhead(ns * 100000_Calls),ts0(ns),ts1(ns)
cpuid 0x1 0                ,13269737,100769739344322,100769752614059
mov eax ebx                ,31352,100769756056011,100769756087363
nop                        ,70925,100769759630127,100769759701052
rdmsr 0x611                ,54354425,100769763041126,100769817395551
rdmsr 0x639                ,52860315,100769817554192,100769870414507
rdmsr 0x641                ,32573474,100769870522879,100769903096353
rdmsr 0x619                ,24610763,100769903171215,100769927781978
rdmsr 0x19C                ,25890863,100769927829269,100769953720132
rdmsr 0x17                 ,30482276,100769953800536,100769984282812
sys_call_overhead_proc_read,92272047
sys_call_overhead_sys_read ,156877632
