name                       ,overhead(ns * 100000_Calls),ts0(ns),ts1(ns)
cpuid 0x1 0                ,13135946,58631143168823,58631156304769
mov eax ebx                ,31352,58631159589830,58631159621182
nop                        ,31351,58631162682789,58631162714140
rdmsr 0x611                ,56621781,58631165866882,58631222488663
rdmsr 0x639                ,54227914,58631222592128,58631276820042
rdmsr 0x641                ,31453605,58631276854796,58631308308401
rdmsr 0x619                ,24230895,58631308334754,58631332565649
rdmsr 0x19C                ,23943964,58631332584075,58631356528039
rdmsr 0x17                 ,24215300,58631356554337,58631380769637
sys_call_overhead_proc_read,66032208
sys_call_overhead_sys_read ,141198219
