name                       ,overhead(ns * 100000_Calls),ts0(ns),ts1(ns)
cpuid 0x1 0                ,5506660,153430990109603,153430995616263
mov eax ebx                ,13200,153430997046609,153430997059809
nop                        ,13194,153430998399092,153430998412286
rdmsr 0x611                ,29745757,153430999843893,153431029589650
rdmsr 0x639                ,35049957,153431029657033,153431064706990
rdmsr 0x641                ,35042938,153431064757693,153431099800631
rdmsr 0x619                ,31999872,153431099830368,153431131830240
rdmsr 0x19C                ,25418376,153431131852894,153431157271270
rdmsr 0x17                 ,25205784,153431157293002,153431182498786
sys_call_overhead_proc_read,71377062
sys_call_overhead_sys_read ,141296255
