name                       ,overhead(ns * 100000_Calls),ts0(ns),ts1(ns)
cpuid 0x1 0                ,13190678,51453783962746,51453797153424
mov eax ebx                ,31352,51453800282956,51453800314308
nop                        ,31351,51453803377965,51453803409316
rdmsr 0x611                ,56868687,51453806579774,51453863448461
rdmsr 0x639                ,49573519,51453863549019,51453913122538
rdmsr 0x641                ,30690993,51453913207486,51453943898479
rdmsr 0x619                ,40275824,51453943989136,51453984264960
rdmsr 0x19C                ,53845224,51453984314785,51454038160009
rdmsr 0x17                 ,49901164,51454038207123,51454088108287
sys_call_overhead_proc_read,104125154
sys_call_overhead_sys_read ,140610615
