name                       ,overhead(ns * 100000_Calls),ts0(ns),ts1(ns)
cpuid 0x1 0                ,13192553,147045573588081,147045586780634
mov eax ebx                ,31368,147045590019913,147045590051281
nop                        ,31334,147045593120229,147045593151563
rdmsr 0x611                ,56668992,147045596335101,147045653004093
rdmsr 0x639                ,55668703,147045653070170,147045708738873
rdmsr 0x641                ,33822848,147045708804057,147045742626905
rdmsr 0x619                ,24251348,147045742648287,147045766899635
rdmsr 0x19C                ,23118553,147045766916982,147045790035535
rdmsr 0x17                 ,23405983,147045790059077,147045813465060
sys_call_overhead_proc_read,67568779
sys_call_overhead_sys_read ,139690049
