name                       ,overhead(ns * 100000_Calls),ts0(ns),ts1(ns)
cpuid 0x1 0                ,6795181,78576442373958,78576449169139
mov eax ebx                ,30048,78576461355877,78576461385925
nop                        ,30042,78576465275249,78576465305291
rdmsr 0x611                ,26739222,78576470256327,78576496995549
rdmsr 0x639                ,23509021,78576499057936,78576522566957
rdmsr 0x641                ,23507752,78576522605438,78576546113190
rdmsr 0x619                ,23513203,78576546147580,78576569660783
rdmsr 0x19C                ,23476644,78576569694397,78576593171041
rdmsr 0x17                 ,23685152,78576593205551,78576616890703
sys_call_overhead_proc_read,68318322
sys_call_overhead_sys_read ,138887097
