name                       ,overhead(ns * 100000_Calls),ts0(ns),ts1(ns)
cpuid 0x1 0                ,5708818,126400196477484,126400202186302
mov eax ebx                ,13201,126400203592648,126400203605849
nop                        ,28777,126400204997967,126400205026744
rdmsr 0x611                ,26288870,126400206485340,126400232774210
rdmsr 0x639                ,32717775,126400232810794,126400265528569
rdmsr 0x641                ,33461409,126400265589938,126400299051347
rdmsr 0x619                ,33057224,126400299102501,126400332159725
rdmsr 0x19C                ,25823001,126400332189066,126400358012067
rdmsr 0x17                 ,23716269,126400358049914,126400381766183
sys_call_overhead_proc_read,66498346
sys_call_overhead_sys_read ,142871917
