name                       ,overhead(ns * 100000_Calls),ts0(ns),ts1(ns)
cpuid 0x1 0                ,13043860,168659767592149,168659780636009
mov eax ebx                ,31354,168659783900468,168659783931822
nop                        ,31347,168659787139043,168659787170390
rdmsr 0x611                ,56861077,168659790330251,168659847191328
rdmsr 0x639                ,56278450,168659847294334,168659903572784
rdmsr 0x641                ,34847004,168659903644397,168659938491401
rdmsr 0x619                ,24910713,168659938517514,168659963428227
rdmsr 0x19C                ,24813925,168659963450086,168659988264011
rdmsr 0x17                 ,25114142,168659988282892,168660013397034
sys_call_overhead_proc_read,66221905
sys_call_overhead_sys_read ,141136326
